site_id,device_id,station_no,site_uuid,device_uuid,input_title,api_label,units,probe_count,is_rain_increment
4425,2,16306,cd21b231-53c1-4549-a2ae-d3701a5fe2f1,496ed60a-1f97-4c29-923a-52f7240c91c3,,"<span class=""text-nowrap""><i class=""fa-regular fa-flag-swallowtail""></i>BL05-Prospect &amp; Hwy 150 <small>(16306)</small></span>
<!-- /.text-nowrap -->


<span class=""text-nowrap""><i class=""fa-regular fa-resistor""></i>Rain Increment <small>(0)</small></span>
<!-- /.text-nowrap -->",in,0,False
4362,4,16307,ef76ff7a-1e12-4334-817e-53eb2fa2c6b6,623d8b14-9e3d-4fef-830e-2182c36e2a04,,"<span class=""text-nowrap""><i class=""fa-regular fa-flag-swallowtail""></i>BL06-Red Bridge @ Blue River <small>(16307)</small></span>
<!-- /.text-nowrap -->


<span class=""text-nowrap""><i class=""fa-regular fa-resistor""></i>Rain Increment <small>(0)</small></span>
<!-- /.text-nowrap -->",in,0,False
4419,2,16308,8c74d5df-15ed-43bf-b090-3992df8f04f1,544f2865-3e97-4913-8e92-4b0e313fbf33,,"<span class=""text-nowrap""><i class=""fa-regular fa-flag-swallowtail""></i>BL07-Hickman Mills Dr &amp; I-470 <small>(16308)</small></span>
<!-- /.text-nowrap -->


<span class=""text-nowrap""><i class=""fa-regular fa-resistor""></i>Rain Increment <small>(0)</small></span>
<!-- /.text-nowrap -->",in,0,False
4420,2,16309,392eec63-66ed-4c4b-a432-496679756194,b0fec739-8be4-4646-adb0-7607851a9704,,"<span class=""text-nowrap""><i class=""fa-regular fa-flag-swallowtail""></i>BL08-Bannister &amp; Hwy 71 <small>(16309)</small></span>
<!-- /.text-nowrap -->


<span class=""text-nowrap""><i class=""fa-regular fa-resistor""></i>Rain Increment <small>(0)</small></span>
<!-- /.text-nowrap -->",in,0,False
4369,9,16310,fd1765db-8649-4d8b-abfb-f1c99a23c094,73671a64-2fc3-462b-aab0-a222d3772f4e,,"<span class=""text-nowrap""><i class=""fa-regular fa-flag-swallowtail""></i>BL09-85th @ Blue River <small>(16310)</small></span>
<!-- /.text-nowrap -->


<span class=""text-nowrap""><i class=""fa-regular fa-resistor""></i>Rain Increment <small>(0)</small></span>
<!-- /.text-nowrap -->",in,0,False
4389,3,,41c38ea0-ef9e-4a2d-8e97-d5844ce72907,dce41c62-5885-44ca-a0cb-f7382386d289,,"<span class=""text-nowrap""><i class=""fa-regular fa-flag-swallowtail""></i> <small>()</small></span>
<!-- /.text-nowrap -->


<span class=""text-nowrap""><i class=""fa-regular fa-resistor""></i> <small>()</small></span>
<!-- /.text-nowrap -->",,0,False
4364,4,16312,8e7db8fe-c28e-4d3a-a098-2393b378b23f,676851f8-f718-49cd-92ee-504ebf50a97f,,"<span class=""text-nowrap""><i class=""fa-regular fa-flag-swallowtail""></i>BL11-63rd @ Blue River <small>(16312)</small></span>
<!-- /.text-nowrap -->


<span class=""text-nowrap""><i class=""fa-regular fa-resistor""></i>Rain Increment <small>(0)</small></span>
<!-- /.text-nowrap -->",in,0,False
4371,4,16313,73a5da52-807f-4b57-9dba-3463b417408b,91e4d962-3a36-4007-97c8-2de5fd2acfc3,,"<span class=""text-nowrap""><i class=""fa-regular fa-flag-swallowtail""></i>BL12-Colorado Ave @ Blue River <small>(16313)</small></span>
<!-- /.text-nowrap -->


<span class=""text-nowrap""><i class=""fa-regular fa-resistor""></i>Rain Increment <small>(0)</small></span>
<!-- /.text-nowrap -->",in,0,False
4386,3,16314,08b6bde1-cdd9-4b8c-b0d5-37ff8c8d2eee,fb18fc26-844d-4819-b800-b014143e7949,,"<span class=""text-nowrap""><i class=""fa-regular fa-flag-swallowtail""></i>BL13-Blue Ridge Cutoff @ Round Grove Creek <small>(16314)</small></span>
<!-- /.text-nowrap -->


<span class=""text-nowrap""><i class=""fa-regular fa-resistor""></i>Rain Increment <small>(0)</small></span>
<!-- /.text-nowrap -->",in,0,False
4387,4,16315,5bb41ef3-8ab2-46c3-a061-903c01f6055a,a67d93e4-3f4a-4343-9a51-9c1a325f8d28,,"<span class=""text-nowrap""><i class=""fa-regular fa-flag-swallowtail""></i>BL14-Raytown Rd @ Trib 1 Round Grove Creek <small>(16315)</small></span>
<!-- /.text-nowrap -->


<span class=""text-nowrap""><i class=""fa-regular fa-resistor""></i>Rain Increment <small>(0)</small></span>
<!-- /.text-nowrap -->",in,0,False
4388,3,16316,a39ae34d-fe94-48ba-88d5-863ae23dfc68,c4305a7d-17cc-4e7c-8496-c96283d5d797,,"<span class=""text-nowrap""><i class=""fa-regular fa-flag-swallowtail""></i>BL15-KC Animal Shelter @ Round Grove Creek <small>(16316)</small></span>
<!-- /.text-nowrap -->


<span class=""text-nowrap""><i class=""fa-regular fa-resistor""></i>Rain Increment <small>(0)</small></span>
<!-- /.text-nowrap -->",in,0,False
4432,2,16317,e577dee3-66f4-4b2e-8f1c-9141be2e2d2c,217ccb73-07f4-40d2-9efb-a635ae3a90c5,,"<span class=""text-nowrap""><i class=""fa-regular fa-flag-swallowtail""></i>BL17-Winner Rd &amp; 12th St @ Gooseneck Creek <small>(16317)</small></span>
<!-- /.text-nowrap -->


<span class=""text-nowrap""><i class=""fa-regular fa-resistor""></i>Rain Increment <small>(0)</small></span>
<!-- /.text-nowrap -->",in,0,False
4379,4,16318,88682a95-78c4-4575-a7ee-200d9ba30733,28b955c8-3a40-4422-b277-d7c831eaeb28,,"<span class=""text-nowrap""><i class=""fa-regular fa-flag-swallowtail""></i>BL18-17th @ Blue River <small>(16318)</small></span>
<!-- /.text-nowrap -->


<span class=""text-nowrap""><i class=""fa-regular fa-resistor""></i>Rain Increment <small>(0)</small></span>
<!-- /.text-nowrap -->",in,0,False
4457,3,16118,04f6800c-fe08-44bb-9449-bd0e19f3e192,9c9b3d61-dd95-498b-93da-a950dfaa3539,,"<span class=""text-nowrap""><i class=""fa-regular fa-flag-swallowtail""></i>BL19- 175th St @ Camp Branch Control <small>(16118)</small></span>
<!-- /.text-nowrap -->


<span class=""text-nowrap""><i class=""fa-regular fa-resistor""></i>Rain Increment <small>(0)</small></span>
<!-- /.text-nowrap -->",in,0,False
4460,3,16121,b834ad94-5262-4f33-97c0-83530ef98566,fe927a81-8c2e-4083-8400-ef46063bfc73,,"<span class=""text-nowrap""><i class=""fa-regular fa-flag-swallowtail""></i>BL20- 175th St @ E Camp Branch Control <small>(16121)</small></span>
<!-- /.text-nowrap -->


<span class=""text-nowrap""><i class=""fa-regular fa-resistor""></i>Rain Increment <small>(0)</small></span>
<!-- /.text-nowrap -->",in,0,False
92,9,16093,06b6c9de-1bb2-4b95-8238-c90011a982f0,b0fd5b41-1c06-4334-babb-64928807e64d,,"<span class=""text-nowrap""><i class=""fa-regular fa-flag-swallowtail""></i>BR01-Nall Ave @ Brush Creek <small>(16093)</small></span>
<!-- /.text-nowrap -->


<span class=""text-nowrap""><i class=""fa-regular fa-resistor""></i>Rain Increment <small>(0)</small></span>
<!-- /.text-nowrap -->",in,1440,True
4381,4,16319,1890d287-225b-415f-83d4-0f80a47d122e,7f515e4d-a50a-4cd1-a3b5-ce717db4251e,,"<span class=""text-nowrap""><i class=""fa-regular fa-flag-swallowtail""></i>BR02-Porter Park <small>(16319)</small></span>
<!-- /.text-nowrap -->


<span class=""text-nowrap""><i class=""fa-regular fa-resistor""></i>Rain Increment <small>(0)</small></span>
<!-- /.text-nowrap -->",in,0,False
94,4,16094,c69b7b9d-477a-47f7-9c41-2837662e4cec,929dab02-924a-4116-8aae-f442d0a08dce,,"<span class=""text-nowrap""><i class=""fa-regular fa-flag-swallowtail""></i>BR03-74th St @ Brush Creek <small>(16094)</small></span>
<!-- /.text-nowrap -->


<span class=""text-nowrap""><i class=""fa-regular fa-resistor""></i>Rain Increment <small>(0)</small></span>
<!-- /.text-nowrap -->",in,1440,True
24,6,16106,239d5f75-1ec9-4c83-8cf5-0d15a783304c,296fca99-83fd-4d9d-8b3e-aa5c25dcd7b2,,"<span class=""text-nowrap""><i class=""fa-regular fa-flag-swallowtail""></i>BR04-66th St &amp; Mission Rd Master <small>(16106)</small></span>
<!-- /.text-nowrap -->


<span class=""text-nowrap""><i class=""fa-regular fa-resistor""></i>Rain Increment <small>(0)</small></span>
<!-- /.text-nowrap -->",in,0,False
4383,4,16320,f5076e1f-b0d4-403b-b935-f69c1a305099,23d87798-9a1c-49c6-b38d-ba19fad41c7a,,"<span class=""text-nowrap""><i class=""fa-regular fa-flag-swallowtail""></i>BR06-Martway @ Rock Creek <small>(16320)</small></span>
<!-- /.text-nowrap -->


<span class=""text-nowrap""><i class=""fa-regular fa-resistor""></i>Rain Increment <small>(0)</small></span>
<!-- /.text-nowrap -->",in,0,False
132,2,16005,3462ea93-7321-4585-89fa-d581d30a2a21,aa26ec7f-6d95-4331-83d4-77c9ea6f1f64,,"<span class=""text-nowrap""><i class=""fa-regular fa-flag-swallowtail""></i>BR07-Mission Rd @ Rock Creek <small>(16005)</small></span>
<!-- /.text-nowrap -->


<span class=""text-nowrap""><i class=""fa-regular fa-resistor""></i>Rain Increment <small>(0)</small></span>
<!-- /.text-nowrap -->",in,1440,True
43,6,16099,70c72a6c-6890-4a65-be1e-9d6d6fc26a36,235ea14e-f3b8-40bd-805e-f36b553e4201,,"<span class=""text-nowrap""><i class=""fa-regular fa-flag-swallowtail""></i>BR08-Mission Hills Master <small>(16099)</small></span>
<!-- /.text-nowrap -->


<span class=""text-nowrap""><i class=""fa-regular fa-resistor""></i>Rain Increment <small>(0)</small></span>
<!-- /.text-nowrap -->",in,0,False
39,5,16112,793c3698-6d60-4df8-85f0-89ddb8ad5fe5,36d3fa72-3c50-4af0-89ec-37b044a97861,,"<span class=""text-nowrap""><i class=""fa-regular fa-flag-swallowtail""></i>BR09-Belinder Ave @ Brush Creek Master <small>(16112)</small></span>
<!-- /.text-nowrap -->


<span class=""text-nowrap""><i class=""fa-regular fa-resistor""></i>Rain Increment <small>(0)</small></span>
<!-- /.text-nowrap -->",in,0,False
4376,4,16321,0863220b-1e06-47fd-b717-ffe29722c477,d15cda29-2594-4f5b-b0c0-5b06fd8bd1c1,,"<span class=""text-nowrap""><i class=""fa-regular fa-flag-swallowtail""></i>BR10-Ward Parkway <small>(16321)</small></span>
<!-- /.text-nowrap -->


<span class=""text-nowrap""><i class=""fa-regular fa-resistor""></i>Rain Increment <small>(0)</small></span>
<!-- /.text-nowrap -->",in,0,False
4375,4,16322,5da5d219-c528-4707-8004-cece384d945b,d9e584e5-e93c-40fa-8690-84437a99e374,,"<span class=""text-nowrap""><i class=""fa-regular fa-flag-swallowtail""></i>BR11-Main/Brookside <small>(16322)</small></span>
<!-- /.text-nowrap -->


<span class=""text-nowrap""><i class=""fa-regular fa-resistor""></i>Rain Increment <small>(0)</small></span>
<!-- /.text-nowrap -->",in,0,False
4434,2,16323,1a89fc3a-6de2-4b4b-9ed1-c71c655e798f,8eead5a8-7041-4b05-9ec8-b91389227509,,"<span class=""text-nowrap""><i class=""fa-regular fa-flag-swallowtail""></i>BR12-Oak &amp; Rockhill <small>(16323)</small></span>
<!-- /.text-nowrap -->


<span class=""text-nowrap""><i class=""fa-regular fa-resistor""></i>Rain Increment <small>(0)</small></span>
<!-- /.text-nowrap -->",in,0,False
4370,3,16324,560c4428-25db-4aa6-b2e2-edc5c33b5cea,82d6fc5e-8cf5-49f9-a692-e00542f24a0a,,"<span class=""text-nowrap""><i class=""fa-regular fa-flag-swallowtail""></i>BR13-Brooklyn PS <small>(16324)</small></span>
<!-- /.text-nowrap -->


<span class=""text-nowrap""><i class=""fa-regular fa-resistor""></i>Rain Increment <small>(0)</small></span>
<!-- /.text-nowrap -->",in,0,False
4377,3,16325,dfdd5ec4-5de5-4f6c-abed-53e7974e5ea0,276e741f-acd0-4ab3-8186-4786a01525ae,,"<span class=""text-nowrap""><i class=""fa-regular fa-flag-swallowtail""></i>BR14-Linwood <small>(16325)</small></span>
<!-- /.text-nowrap -->


<span class=""text-nowrap""><i class=""fa-regular fa-resistor""></i>Rain Increment <small>(0)</small></span>
<!-- /.text-nowrap -->",in,0,False
4374,3,16326,941f8986-b009-4d4c-82ca-b869492b08c6,9f140da0-c514-4b3e-a44d-36241b1a9e78,,"<span class=""text-nowrap""><i class=""fa-regular fa-flag-swallowtail""></i>BR15-Paseo HS <small>(16326)</small></span>
<!-- /.text-nowrap -->


<span class=""text-nowrap""><i class=""fa-regular fa-resistor""></i>Rain Increment <small>(0)</small></span>
<!-- /.text-nowrap -->",in,0,False
4372,4,16327,eed603d1-afbf-42ae-84de-fb46705d588e,348ecac8-f784-439c-a24a-a2e89fd4787e,,"<span class=""text-nowrap""><i class=""fa-regular fa-flag-swallowtail""></i>BR16-Elmwood <small>(16327)</small></span>
<!-- /.text-nowrap -->


<span class=""text-nowrap""><i class=""fa-regular fa-resistor""></i>Rain Increment <small>(0)</small></span>
<!-- /.text-nowrap -->",in,0,False
275,3,16087,d6e49f04-5672-442b-a437-448c92a7a4df,b9b2feb1-0295-42b3-b6b1-cc9b1e16b4f3,,"<span class=""text-nowrap""><i class=""fa-regular fa-flag-swallowtail""></i>BU01-199th St @ Martin Creek <small>(16087)</small></span>
<!-- /.text-nowrap -->


<span class=""text-nowrap""><i class=""fa-regular fa-resistor""></i>Rain Increment <small>(0)</small></span>
<!-- /.text-nowrap -->",in,0,False
8,3,16084,884c5bad-94d9-4134-83d6-91a97ab9e348,c25819f4-d035-45a7-ad54-c52677148f75,,"<span class=""text-nowrap""><i class=""fa-regular fa-flag-swallowtail""></i>BU02-191st St &amp; Dillie Rd <small>(16084)</small></span>
<!-- /.text-nowrap -->


<span class=""text-nowrap""><i class=""fa-regular fa-resistor""></i>Rain Increment <small>(0)</small></span>
<!-- /.text-nowrap -->",in,1440,True
8,5,16084,884c5bad-94d9-4134-83d6-91a97ab9e348,d01828b0-2412-4a5f-ab8b-5a6180182f35,,"<span class=""text-nowrap""><i class=""fa-regular fa-flag-swallowtail""></i>BU02-191st St &amp; Dillie Rd <small>(16084)</small></span>
<!-- /.text-nowrap -->


<span class=""text-nowrap""><i class=""fa-regular fa-resistor""></i> <small>()</small></span>
<!-- /.text-nowrap -->",,0,False
77,3,16085,9d9f4481-eb7b-44bf-b7d4-af97f989de4e,c9452117-9b0c-43c7-84d6-d831f54d458f,,"<span class=""text-nowrap""><i class=""fa-regular fa-flag-swallowtail""></i>BU03-New Century Airport <small>(16085)</small></span>
<!-- /.text-nowrap -->


<span class=""text-nowrap""><i class=""fa-regular fa-resistor""></i>Rain Increment <small>(0)</small></span>
<!-- /.text-nowrap -->",in,1440,True
276,2,16088,a23529bb-f19f-439b-82df-c455da116ab0,033b2822-502b-4348-a0e2-4cb1d5b398f2,,"<span class=""text-nowrap""><i class=""fa-regular fa-flag-swallowtail""></i>BU04-199th St &amp; Clare Rd <small>(16088)</small></span>
<!-- /.text-nowrap -->


<span class=""text-nowrap""><i class=""fa-regular fa-resistor""></i>Rain Increment <small>(0)</small></span>
<!-- /.text-nowrap -->",in,0,False
79,10,16086,ec7a3bf8-7b31-46aa-bcd0-5f9fb671461e,7e8de922-b126-4f5d-8ff3-7e8b716c15cf,,"<span class=""text-nowrap""><i class=""fa-regular fa-flag-swallowtail""></i>CD01-JoCo Transit Building <small>(16086)</small></span>
<!-- /.text-nowrap -->


<span class=""text-nowrap""><i class=""fa-regular fa-resistor""></i>Rain Increment <small>(0)</small></span>
<!-- /.text-nowrap -->",in,1440,True
82,4,16068,b8607998-b3bf-4e1e-8132-91fcfa3eea81,aee99c7e-87bb-400b-8d28-fd73f754a4c0,,"<span class=""text-nowrap""><i class=""fa-regular fa-flag-swallowtail""></i>CD02-Olathe Lake Discharge <small>(16068)</small></span>
<!-- /.text-nowrap -->


<span class=""text-nowrap""><i class=""fa-regular fa-resistor""></i>Rain Increment <small>(0)</small></span>
<!-- /.text-nowrap -->",in,1440,True
83,4,16073,3a6c8235-0343-407b-85fb-654e6ccae439,42a3574f-a683-4301-a6e7-43624875966c,,"<span class=""text-nowrap""><i class=""fa-regular fa-flag-swallowtail""></i>CD03-127th St @ Cedar Creek <small>(16073)</small></span>
<!-- /.text-nowrap -->


<span class=""text-nowrap""><i class=""fa-regular fa-resistor""></i>Rain Increment <small>(0)</small></span>
<!-- /.text-nowrap -->",in,1440,True
85,4,16071,1e8f2d00-6bca-4bc6-904d-2a609099f6d7,fa902e90-3d44-4736-b3b2-d51024fe1911,,"<span class=""text-nowrap""><i class=""fa-regular fa-flag-swallowtail""></i>CD04-119th St @ Little Cedar Creek <small>(16071)</small></span>
<!-- /.text-nowrap -->


<span class=""text-nowrap""><i class=""fa-regular fa-resistor""></i>Rain Increment <small>(0)</small></span>
<!-- /.text-nowrap -->",in,1440,True
86,4,16069,e87cedc6-2515-4b81-8154-2c967e476c92,88780e9d-9cdc-4ac0-8f5d-98fc8334daea,,"<span class=""text-nowrap""><i class=""fa-regular fa-flag-swallowtail""></i>CD05-119th St @ Cedar Creek <small>(16069)</small></span>
<!-- /.text-nowrap -->


<span class=""text-nowrap""><i class=""fa-regular fa-resistor""></i>Rain Increment <small>(0)</small></span>
<!-- /.text-nowrap -->",in,1440,True
117,4,16070,dfbb17cc-21d2-45dd-97bb-54235b783df6,431c984d-692c-45f9-a501-0bef6d1b6a32,,"<span class=""text-nowrap""><i class=""fa-regular fa-flag-swallowtail""></i>CD06-K-10 @ Cedar Creek <small>(16070)</small></span>
<!-- /.text-nowrap -->


<span class=""text-nowrap""><i class=""fa-regular fa-resistor""></i>Rain Increment <small>(0)</small></span>
<!-- /.text-nowrap -->",in,1440,True
118,4,16072,75968fd7-b885-42f9-a15e-f359164aaa05,5e40e965-5a6f-4df8-b431-9b7fb88f0f26,,"<span class=""text-nowrap""><i class=""fa-regular fa-flag-swallowtail""></i>CD07-95th St @ Camp Creek <small>(16072)</small></span>
<!-- /.text-nowrap -->


<span class=""text-nowrap""><i class=""fa-regular fa-resistor""></i>Rain Increment <small>(0)</small></span>
<!-- /.text-nowrap -->",in,1440,True
121,3,16074,c2d3cba4-ba9f-4782-87f1-7c55f30a614a,b3debe25-cfa0-4d28-8747-bf9e4f1acded,,"<span class=""text-nowrap""><i class=""fa-regular fa-flag-swallowtail""></i>CD08-Desoto Streamway Park <small>(16074)</small></span>
<!-- /.text-nowrap -->


<span class=""text-nowrap""><i class=""fa-regular fa-resistor""></i>Rain Increment <small>(0)</small></span>
<!-- /.text-nowrap -->",in,1440,True
56,4,16037,58b49c20-8c93-4c3b-b762-e9a1bfbdc731,95474dbf-9bd5-4593-b7e5-d54d2991ed0c,,"<span class=""text-nowrap""><i class=""fa-regular fa-flag-swallowtail""></i>CF01-Pflumm Rd @ Coffee Creek <small>(16037)</small></span>
<!-- /.text-nowrap -->


<span class=""text-nowrap""><i class=""fa-regular fa-resistor""></i>Rain Increment <small>(0)</small></span>
<!-- /.text-nowrap -->",in,1440,True
269,3,16038,6dca6364-0807-4086-a5a2-57e210328369,32be66af-d248-46a4-b7f2-aaf2ca7b64a1,,"<span class=""text-nowrap""><i class=""fa-regular fa-flag-swallowtail""></i>CF02-Quivira Rd @ Coffee Creek <small>(16038)</small></span>
<!-- /.text-nowrap -->


<span class=""text-nowrap""><i class=""fa-regular fa-resistor""></i>Rain Increment <small>(0)</small></span>
<!-- /.text-nowrap -->",in,0,False
50,4,16039,111e6a56-5618-48e5-ab0a-6200efbf744e,e342bc38-1453-4087-8e37-64c4038fe4e2,,"<span class=""text-nowrap""><i class=""fa-regular fa-flag-swallowtail""></i>CF03-Switzer Rd @ Coffee Creek <small>(16039)</small></span>
<!-- /.text-nowrap -->


<span class=""text-nowrap""><i class=""fa-regular fa-resistor""></i>Rain Increment <small>(0)</small></span>
<!-- /.text-nowrap -->",in,1440,True
4411,3,16328,72fc79e8-d482-4e22-901c-54d2fe5326f4,47893ced-5f3f-4bcc-b928-da8284f636ac,,"<span class=""text-nowrap""><i class=""fa-regular fa-flag-swallowtail""></i>Cookingham @ 2nd Creek <small>(16328)</small></span>
<!-- /.text-nowrap -->


<span class=""text-nowrap""><i class=""fa-regular fa-resistor""></i>Rain Increment <small>(0)</small></span>
<!-- /.text-nowrap -->",in,0,False
4414,2,16329,962b52f6-db5b-4bf9-a5ee-960f72c4a6f0,a1b07244-4d14-464a-9ab8-6c45fa6ffb96,,"<span class=""text-nowrap""><i class=""fa-regular fa-flag-swallowtail""></i>Eastern Ave @ Fishing River <small>(16329)</small></span>
<!-- /.text-nowrap -->


<span class=""text-nowrap""><i class=""fa-regular fa-resistor""></i>Rain Increment <small>(0)</small></span>
<!-- /.text-nowrap -->",in,0,False
4393,4,16330,01fde59c-7af4-4e91-bef2-e7f2b071d7ef,ec96ac23-1a42-4718-8e9d-4881ae0f3fe1,,"<span class=""text-nowrap""><i class=""fa-regular fa-flag-swallowtail""></i>Englewood Dr @ Mill Creek <small>(16330)</small></span>
<!-- /.text-nowrap -->


<span class=""text-nowrap""><i class=""fa-regular fa-resistor""></i>Rain Increment <small>(0)</small></span>
<!-- /.text-nowrap -->",in,0,False
4436,2,7020,cea6d4a3-da23-48aa-91ce-87fdf9c70474,e7f0013a-8608-423c-9ec0-2664f8d66ee1,,"<span class=""text-nowrap""><i class=""fa-regular fa-flag-swallowtail""></i>Flood Pump Station 14 <small>(7020)</small></span>
<!-- /.text-nowrap -->


<span class=""text-nowrap""><i class=""fa-regular fa-resistor""></i>Rain Increment <small>(7020)</small></span>
<!-- /.text-nowrap -->",in,0,False
4408,3,16331,2dd028e9-00fc-4c8f-b5f3-324055d6f3b2,b16f4495-5e4b-4852-b69c-536c68009ab0,,"<span class=""text-nowrap""><i class=""fa-regular fa-flag-swallowtail""></i>Hwy 152 @ Upper Shoal Creek <small>(16331)</small></span>
<!-- /.text-nowrap -->


<span class=""text-nowrap""><i class=""fa-regular fa-resistor""></i>Rain Increment <small>(0)</small></span>
<!-- /.text-nowrap -->",in,0,False
4395,3,16332,eaa19a4a-2685-4e30-b483-7098fc843e70,b563833e-c24f-481b-834c-c0b6f6010be1,,"<span class=""text-nowrap""><i class=""fa-regular fa-flag-swallowtail""></i>I-29 @ Line Creek <small>(16332)</small></span>
<!-- /.text-nowrap -->


<span class=""text-nowrap""><i class=""fa-regular fa-resistor""></i>Rain Increment <small>(0)</small></span>
<!-- /.text-nowrap -->",in,0,False
59,5,16018,101ce0fd-dc55-48d1-b132-cdb5502ed551,0e3de0fc-9077-4d83-832b-f165d60c7849,,"<span class=""text-nowrap""><i class=""fa-regular fa-flag-swallowtail""></i>IN01-151st St &amp; Ridgeview Rd <small>(16018)</small></span>
<!-- /.text-nowrap -->


<span class=""text-nowrap""><i class=""fa-regular fa-resistor""></i>Rain Increment <small>(0)</small></span>
<!-- /.text-nowrap -->",in,1440,True
60,4,16007,ebb8e8c0-4852-494c-b6fd-118ab6502ef4,ffaa1c5d-0027-4d96-9e7f-62cb807130f4,,"<span class=""text-nowrap""><i class=""fa-regular fa-flag-swallowtail""></i>IN02-Sheridan St @ Indian Creek <small>(16007)</small></span>
<!-- /.text-nowrap -->


<span class=""text-nowrap""><i class=""fa-regular fa-resistor""></i>Rain Increment <small>(0)</small></span>
<!-- /.text-nowrap -->",in,1440,True
